股票代码,股票名称,交易所,板块,上市时间,最新价,东财行业,证监会行业,行业为空,上市年份,上市月份,上市日期,一级行业,二级行业
'688631,莱斯信息,上海交易所,科创板,20230628,82.19,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2023,6,28,信息技术,计算机软件
'688613,奥精医疗,上海交易所,科创板,20210521,18.84,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2021,5,21,医药生物,医疗器械
'300465,高伟达,深圳交易所,创业板,20150528,14.57,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2015,5,28,信息技术,计算机软件
'833943,优机股份,北京交易所,北交所,20220624,26.03,机械设备-通用设备-基础件,制造业-通用设备制造业,False,2022,6,24,机械设备,通用设备
'831832,科达自控,北京交易所,北交所,20211115,29.99,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,11,15,信息技术,计算机软件
'688166,博瑞医药,上海交易所,科创板,20191108,52.78,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2019,11,8,医药生物,化学制药
'600817,宇通重工,上海交易所,主板,19940128,14.2,机械设备-专用设备-环保设备,制造业-专用设备制造业,False,1994,1,28,机械设备,专用设备
'300663,科蓝软件,深圳交易所,创业板,20170608,18.5,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2017,6,8,信息技术,计算机软件
'002437,誉衡药业,深圳交易所,主板,20100623,3.07,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2010,6,23,医药生物,化学制药
'301230,泓博医药,深圳交易所,创业板,20221101,32.68,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2022,11,1,医药生物,生物医药
'300906,日月明,深圳交易所,创业板,20201105,27.42,交运设备-铁路设备-铁路专用设备及器材,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2020,11,5,交运设备,铁路设备
'688071,华依科技,上海交易所,科创板,20210729,39.1,交运设备-汽车-汽车零部件,制造业-专用设备制造业,False,2021,7,29,交运设备,汽车
'688207,格灵深瞳,上海交易所,科创板,20220317,15.3,电子设备-电子设备制造-电子设备制造,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,3,17,电子设备,电子设备制造
'688443,智翔金泰-U,上海交易所,科创板,20230620,29.19,医药生物-生物医药-生物医药,制造业-医药制造业,False,2023,6,20,医药生物,生物医药
'300541,先进数通,深圳交易所,创业板,20160913,14.26,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2016,9,13,信息技术,计算机软件
'300542,新晨科技,深圳交易所,创业板,20160920,20.54,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2016,9,20,信息技术,计算机软件
'603839,安正时尚,上海交易所,主板,20170214,8.84,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业,False,2017,2,14,纺织服装,服装家纺
'300765,新诺威,深圳交易所,创业板,20190322,52.59,食品饮料-饮料-软饮料,制造业-食品制造业,False,2019,3,22,食品饮料,饮料
'300422,博世科,深圳交易所,创业板,20150217,6.23,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,False,2015,2,17,公用事业,环保
'430090,同辉信息,北京交易所,北交所,20210809,6.9,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,8,9,信息技术,计算机软件
'300725,药石科技,深圳交易所,创业板,20171110,34.34,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2017,11,10,医药生物,生物医药
'688062,迈威生物-U,上海交易所,科创板,20220118,24.47,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,1,18,医药生物,生物医药
'688266,泽璟制药-U,上海交易所,科创板,20200123,107.36,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2020,1,23,医药生物,化学制药
'688321,微芯生物,上海交易所,科创板,20190812,19.69,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2019,8,12,医药生物,化学制药
'688137,近岸蛋白,上海交易所,科创板,20220929,37.15,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2022,9,29,医药生物,生物医药
'920799,艾融软件,北京交易所,北交所,20200727,60.71,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,7,27,信息技术,计算机软件
'300295,三六五网,深圳交易所,创业板,20120315,16.7,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务,False,2012,3,15,互联网,互联网服务
'838971,天马新材,北京交易所,北交所,20220927,33.15,有色金属-金属非金属新材料-非金属新材料,制造业-计算机、通信和其他电子设备制造业,False,2022,9,27,有色金属,金属非金属新材料
'831641,格利尔,北京交易所,北交所,20221202,17.77,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2022,12,2,电子设备,电子元件
'600787,中储股份,上海交易所,主板,19970121,6.07,交通运输-物流-物流,交通运输、仓储和邮政业-装卸搬运和仓储业,False,1997,1,21,交通运输,物流
'837212,XD智新电,北京交易所,北交所,20210608,18.8,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2021,6,8,电子设备,电子元件
'688180,君实生物-U,上海交易所,科创板,20200715,32.96,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,7,15,医药生物,生物医药
'605255,天普股份,上海交易所,主板,20200825,19.74,交运设备-汽车-汽车零部件,制造业-橡胶和塑料制品业,False,2020,8,25,交运设备,汽车
'688176,亚虹医药-U,上海交易所,科创板,20220107,8.75,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,1,7,医药生物,生物医药
'300380,安硕信息,深圳交易所,创业板,20140128,46.3,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2014,1,28,信息技术,计算机软件
'600449,宁夏建材,上海交易所,主板,20030829,13.96,建材-水泥-水泥,制造业-非金属矿物制品业,False,2003,8,29,建材,水泥
'688590,新致软件,上海交易所,科创板,20201207,21.33,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,12,7,信息技术,计算机软件
'835670,数字人,北京交易所,北交所,20201208,15.97,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,12,8,信息技术,计算机软件
'001288,运机集团,深圳交易所,主板,20211101,21.05,机械设备-通用设备-起重运输设备,制造业-通用设备制造业,False,2021,11,1,机械设备,通用设备
'688426,康为世纪,上海交易所,科创板,20221025,20.82,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,10,25,医药生物,生物医药
'002625,光启技术,深圳交易所,主板,20111103,44.94,国防与装备-航空航天装备-航天装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2011,11,3,国防与装备,航空航天装备
'688327,云从科技-UW,上海交易所,科创板,20220527,13.2,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,5,27,信息技术,计算机软件
'872541,铁大科技,北京交易所,北交所,20230310,18.53,交运设备-铁路设备-铁路专用设备及器材,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2023,3,10,交运设备,铁路设备
'300674,宇信科技,深圳交易所,创业板,20181107,22.92,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2018,11,7,互联网,互联网服务
'688488,艾迪药业,上海交易所,科创板,20200720,12.37,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2020,7,20,医药生物,化学制药
'300743,天地数码,深圳交易所,创业板,20180427,17.94,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2018,4,27,信息技术,计算机硬件
'837242,建邦科技,北京交易所,北交所,20200727,36.37,交运设备-汽车-汽车零部件,租赁和商务服务业-商务服务业,False,2020,7,27,交运设备,汽车
'301079,邵阳液压,深圳交易所,创业板,20211019,32.55,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2021,10,19,机械设备,通用设备
'837092,汉鑫科技,北京交易所,北交所,20211115,44.4,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,11,15,信息技术,计算机软件
'300511,雪榕生物,深圳交易所,创业板,20160504,7.1,农林牧渔-农业-农产品加工,农、林、牧、渔业-农业,False,2016,5,4,农林牧渔,农业
'688073,毕得医药,上海交易所,科创板,20221011,44.31,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2022,10,11,医药生物,生物医药
'300579,数字认证,深圳交易所,创业板,20161223,28.02,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2016,12,23,信息技术,计算机软件
'000652,泰达股份,深圳交易所,主板,19961128,4.03,综合-综合-综合,批发和零售业-批发业,False,1996,11,28,综合,综合
'002152,广电运通,深圳交易所,主板,20070813,12.37,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2007,8,13,信息技术,计算机硬件
'300557,理工光科,深圳交易所,创业板,20161101,25.23,机械设备-通用设备-仪器仪表,制造业-专用设备制造业,False,2016,11,1,机械设备,通用设备
'688136,科兴制药,上海交易所,科创板,20201214,49.99,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,12,14,医药生物,生物医药
'600880,博瑞传播,上海交易所,主板,19951115,4.86,文化传媒-教育-教育信息化服务,文化、体育和娱乐业-新闻和出版业,False,1995,11,15,文化传媒,教育
'300047,天源迪科,深圳交易所,创业板,20100120,15.58,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2010,1,20,信息技术,计算机软件
'688506,百利天恒,上海交易所,科创板,20230106,286.0,医药生物-生物医药-生物医药,制造业-医药制造业,False,2023,1,6,医药生物,生物医药
'603669,灵康药业,上海交易所,主板,20150528,5.1,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2015,5,28,医药生物,化学制药
'000948,南天信息,深圳交易所,主板,19991014,19.3,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,1999,10,14,信息技术,计算机软件
'832171,志晟信息,北京交易所,北交所,20211115,29.65,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,11,15,信息技术,计算机软件
'002255,海陆重工,深圳交易所,主板,20080625,10.42,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2008,6,25,机械设备,通用设备
